key,name,description,attached to,layer,type,url
social-science.cultural-studies.european-studies.celtic-studies,Celtic studies,,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/Celtic_studies
social-science.cultural-studies.european-studies.german-studies,German studies,,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/German_studies
social-science.cultural-studies.european-studies.indo-european-studies,Indo-European studies,,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/Indo-European_studies
social-science.cultural-studies.european-studies.scandinavian-studies,Scandinavian studies,,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/Scandinavian_studies
social-science.cultural-studies.european-studies.slavic-studies,Slavic studies,,key:social-science.cultural-studies.european-studies|0,3,S,https://en.wikipedia.org/wiki/Slavic_studies
social-science.cultural-studies.pacific-studies,Pacific studies,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Pacific_studies
social-science.cultural-studies.middle-east-studies,Middle East studies,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Middle_East_studies
social-science.cultural-studies.middle-east-studies.turkology-turkish-studies,Turkology (Turkish studies),,Middle East studies|0,3,S,https://en.wikipedia.org/wiki/Turkology
social-science.cultural-studies.russian-and-eastern-european-studies,Russian and Eastern European studies,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Russian_Empire
social-science.cultural-studies.ethnic-studies,Ethnic studies,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Ethnic_studies
social-science.cultural-studies.ethnology,Ethnology,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Ethnology
social-science.cultural-studies.culturology,Culturology,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Culturology
social-science.cultural-studies.cross-cultural-studies,Cross-cultural studies,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Cross-cultural_studies
social-science.cultural-studies.business-economics,Business economics,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Business_economics
social-science.cultural-studies.business-ethics,Business ethics,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Business_ethics
social-science.cultural-studies.business-studies,Business studies,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Business_studies
social-science.cultural-studies.decision-science,Decision science,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Decision_science
social-science.cultural-studies.entrepreneurship,Entrepreneurship,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Entrepreneurship
social-science.cultural-studies.human-resources-management,Human resources management,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Human_resources_management
social-science.cultural-studies.management,Management,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Management
social-science.cultural-studies.organizational-behavior,Organizational behavior,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Organizational_behavior
social-science.cultural-studies.organization-theory,Organization theory,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Organization_theory
social-science.cultural-studies.project-management,Project management,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Project_management
social-science.cultural-studies.quality-control,Quality control,,Cultural studies|0,2,S,https://en.wikipedia.org/wiki/Quality_control
social-science.education.comparative-education,Comparative education,,Education|0,3,S,https://en.wikipedia.org/wiki/Comparative_education
social-science.education.critical-pedagogy,Critical pedagogy,,Education|0,3,S,https://en.wikipedia.org/wiki/Critical_pedagogy
social-science.education.curriculum-and-instruction,Curriculum and instruction,,Education|0,3,S,https://en.wikipedia.org/wiki/Curriculum_and_instruction
social-science.education.curriculum-and-instruction.alternative-education,Alternative education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Alternative_education
social-science.education.curriculum-and-instruction.early-childhood-education,Early childhood education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Early_childhood_education
social-science.education.curriculum-and-instruction.elementary-education,Elementary education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Elementary_education
social-science.education.curriculum-and-instruction.secondary-education,Secondary education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Secondary_education
social-science.education.curriculum-and-instruction.higher-education,Higher education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Higher_education
social-science.education.curriculum-and-instruction.mastery-learning,Mastery learning,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Mastery_learning
social-science.education.curriculum-and-instruction.cooperative-learning,Cooperative learning,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Cooperative_learning
social-science.education.curriculum-and-instruction.agricultural-education,Agricultural education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Agricultural_education
social-science.education.curriculum-and-instruction.art-education,Art education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Art_education
social-science.education.curriculum-and-instruction.bilingual-education,Bilingual education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Bilingual_education
social-science.education.curriculum-and-instruction.chemistry-education,Chemistry education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Chemistry_education
social-science.education.curriculum-and-instruction.counselor-education,Counselor education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Counselor_education
social-science.education.curriculum-and-instruction.language-education,Language education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Language_education
social-science.education.curriculum-and-instruction.legal-education,Legal education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Legal_education
social-science.education.curriculum-and-instruction.mathematics-education,Mathematics education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Mathematics_education
social-science.education.curriculum-and-instruction.medical-education,Medical education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Medical_education
social-science.education.curriculum-and-instruction.military-education-and-training,Military education and training,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Military_education_and_training
social-science.education.curriculum-and-instruction.nursing-education,Nursing education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Nursing_education
social-science.education.curriculum-and-instruction.outdoor-education,Outdoor education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Outdoor_education
social-science.education.curriculum-and-instruction.peace-education,Peace education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Peace_education
social-science.education.curriculum-and-instruction.physical-education-sports-coaching,Physical education/Sports coaching,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Physical_education
social-science.education.curriculum-and-instruction.physics-education,Physics education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Physics_education
social-science.education.curriculum-and-instruction.reading-education,Reading education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Reading_education
social-science.education.curriculum-and-instruction.religious-education,Religious education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Religious_education
social-science.education.curriculum-and-instruction.science-education,Science education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Science_education
social-science.education.curriculum-and-instruction.special-education,Special education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Special_education
social-science.education.curriculum-and-instruction.technology-education,Technology education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Technology_education
social-science.education.curriculum-and-instruction.vocational-education,Vocational education,,Curriculum and instruction|0,4,S,https://en.wikipedia.org/wiki/Vocational_education
social-science.education.educational-leadership,Educational leadership,,Education|0,3,S,https://en.wikipedia.org/wiki/Educational_leadership
social-science.education.educational-philosophy,Educational philosophy,,Education|0,3,S,https://en.wikipedia.org/wiki/Educational_philosophy
social-science.education.educational-psychology,Educational psychology,,Education|0,3,S,https://en.wikipedia.org/wiki/Educational_psychology
social-science.education.educational-technology,Educational technology,,Education|0,3,S,https://en.wikipedia.org/wiki/Educational_technology
social-science.education.distance-education,Distance education,,Education|0,3,S,https://en.wikipedia.org/wiki/Distance_education
social-science.family-and-consumer-science,Family and consumer science,,Sociology|0,3,S,https://en.wikipedia.org/wiki/Family_and_consumer_science
social-science.family-and-consumer-science.consumer-education,Consumer education,,Family and consumer science|0,4,S,https://en.wikipedia.org/wiki/Consumer_education
social-science.family-and-consumer-science.housing,Housing,,Family and consumer science|0,4,S,https://en.wikipedia.org/wiki/Housing
social-science.family-and-consumer-science.interior-design,Interior design,,Family and consumer science|0,4,S,https://en.wikipedia.org/wiki/Interior_design
social-science.family-and-consumer-science.nutrition,Nutrition,,Family and consumer science|0,4,S,https://en.wikipedia.org/wiki/Nutrition
social-science.family-and-consumer-science.nutrition.foodservice-management,Foodservice management,,key:social-science.family-and-consumer-science.nutrition|0,5,S,https://en.wikipedia.org/wiki/Foodservice
social-science.family-and-consumer-science.textiles,Textiles,,Family and consumer science|0,4,S,https://en.wikipedia.org/wiki/Textile
formal-science,Formal science,,,0,,https://en.wikipedia.org/wiki/Formal_science
formal-science.information-science,Information science,,,1,S0,https://en.wikipedia.org/wiki/Information_science
formal-science.information-science.library-and-museum-studies,Library and museum studies,,Information science|0,2,S,https://en.wikipedia.org/wiki/Library_science
formal-science.information-science.library-and-museum-studies.archival-science,Archival science,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Archival_science
formal-science.information-science.library-and-museum-studies.archivist,Archivist,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Archivist
formal-science.information-science.library-and-museum-studies.bibliographic-databases,Bibliographic databases,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Bibliographic_databases
formal-science.information-science.library-and-museum-studies.bibliometrics,Bibliometrics,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Bibliometrics
formal-science.information-science.library-and-museum-studies.bookmobile,Bookmobile,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Bookmobile
formal-science.information-science.library-and-museum-studies.cataloging,Cataloging,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Cataloging
formal-science.information-science.library-and-museum-studies.cataloging.citation-analysis,Citation analysis,,Cataloging|0,4,S,https://en.wikipedia.org/wiki/Citation_analysis
formal-science.information-science.library-and-museum-studies.categorization,Categorization,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Categorization
formal-science.information-science.library-and-museum-studies.classification,Classification,,Library and museum studies|0,3,S,https://en.wikipedia.org/wiki/Classification
formal-science.information-science.library-and-museum-studies.classification.library-classification,Library classification,,Classification|0,4,S,https://en.wikipedia.org/wiki/Library_classification
formal-science.information-science.library-and-museum-studies.classification.taxonomic-classification,Taxonomic classification,,Classification|0,4,S,https://en.wikipedia.org/wiki/Taxonomic_classification
formal-science.information-science.library-and-museum-studies.classification.scientific-classification,Scientific classification,,Classification|0,4,S,https://en.wikipedia.org/wiki/Scientific_classification
formal-science.information-science.library-and-museum-studies.classification.statistical-classification,Statistical classification,,Classification|0,4,S,https://en.wikipedia.org/wiki/Statistical_classification
